Configuration,Episode,Mean Total Reward,Std Dev
Naive DQN (No Target Network),1,22.5,11.5
Naive DQN (No Target Network),2,14.0,0.0
Naive DQN (No Target Network),3,17.0,1.0
Naive DQN (No Target Network),4,15.5,3.5
Naive DQN (No Target Network),5,25.5,8.5
Naive DQN (No Target Network),6,31.0,12.0
Naive DQN (No Target Network),7,13.5,2.5
Naive DQN (No Target Network),8,27.0,3.0
Naive DQN (No Target Network),9,18.5,0.5
Naive DQN (No Target Network),10,22.5,2.5
Naive DQN (No Target Network),11,22.5,1.5
Naive DQN (No Target Network),12,9.5,0.5
Naive DQN (No Target Network),13,44.0,13.0
Naive DQN (No Target Network),14,19.0,0.0
Naive DQN (No Target Network),15,18.5,4.5
Naive DQN (No Target Network),16,23.0,6.0
Naive DQN (No Target Network),17,31.0,16.0
Naive DQN (No Target Network),18,21.0,4.0
Naive DQN (No Target Network),19,24.5,10.5
Naive DQN (No Target Network),20,24.5,0.5
Naive DQN (No Target Network),21,19.5,0.5
Naive DQN (No Target Network),22,35.5,19.5
Naive DQN (No Target Network),23,25.5,0.5
Naive DQN (No Target Network),24,14.5,1.5
Naive DQN (No Target Network),25,24.0,5.0
Naive DQN (No Target Network),26,14.5,1.5
Naive DQN (No Target Network),27,14.5,3.5
Naive DQN (No Target Network),28,14.5,2.5
Naive DQN (No Target Network),29,19.0,2.0
Naive DQN (No Target Network),30,22.0,11.0
Naive DQN (No Target Network),31,42.5,18.5
Naive DQN (No Target Network),32,36.5,8.5
Naive DQN (No Target Network),33,26.5,11.5
Naive DQN (No Target Network),34,15.5,5.5
Naive DQN (No Target Network),35,28.0,4.0
Naive DQN (No Target Network),36,16.0,4.0
Naive DQN (No Target Network),37,24.0,4.0
Naive DQN (No Target Network),38,14.0,4.0
Naive DQN (No Target Network),39,22.0,2.0
Naive DQN (No Target Network),40,13.5,4.5
Naive DQN (No Target Network),41,24.0,7.0
Naive DQN (No Target Network),42,25.5,7.5
Naive DQN (No Target Network),43,17.5,6.5
Naive DQN (No Target Network),44,28.5,12.5
Naive DQN (No Target Network),45,33.0,5.0
Naive DQN (No Target Network),46,23.0,5.0
Naive DQN (No Target Network),47,14.0,0.0
Naive DQN (No Target Network),48,37.5,23.5
Naive DQN (No Target Network),49,33.5,5.5
Naive DQN (No Target Network),50,27.5,13.5
Naive DQN (No Target Network),51,31.0,6.0
Naive DQN (No Target Network),52,22.5,6.5
Naive DQN (No Target Network),53,11.5,1.5
Naive DQN (No Target Network),54,23.0,1.0
Naive DQN (No Target Network),55,39.5,8.5
Naive DQN (No Target Network),56,25.0,7.0
Naive DQN (No Target Network),57,26.0,2.0
Naive DQN (No Target Network),58,21.5,6.5
Naive DQN (No Target Network),59,13.0,1.0
Naive DQN (No Target Network),60,23.5,0.5
Naive DQN (No Target Network),61,12.0,1.0
Naive DQN (No Target Network),62,14.0,1.0
Naive DQN (No Target Network),63,14.0,4.0
Naive DQN (No Target Network),64,18.0,1.0
Naive DQN (No Target Network),65,21.5,3.5
Naive DQN (No Target Network),66,13.5,2.5
Naive DQN (No Target Network),67,11.5,1.5
Naive DQN (No Target Network),68,21.0,4.0
Naive DQN (No Target Network),69,21.5,1.5
Naive DQN (No Target Network),70,14.5,3.5
Naive DQN (No Target Network),71,33.5,22.5
Naive DQN (No Target Network),72,29.5,14.5
Naive DQN (No Target Network),73,21.0,2.0
Naive DQN (No Target Network),74,14.5,0.5
Naive DQN (No Target Network),75,32.0,13.0
Naive DQN (No Target Network),76,21.5,0.5
Naive DQN (No Target Network),77,13.0,2.0
Naive DQN (No Target Network),78,19.0,7.0
Naive DQN (No Target Network),79,24.0,5.0
Naive DQN (No Target Network),80,20.0,9.0
Naive DQN (No Target Network),81,28.5,11.5
Naive DQN (No Target Network),82,39.5,20.5
Naive DQN (No Target Network),83,16.5,4.5
Naive DQN (No Target Network),84,16.5,6.5
Naive DQN (No Target Network),85,16.0,6.0
Naive DQN (No Target Network),86,17.0,3.0
Naive DQN (No Target Network),87,27.0,7.0
Naive DQN (No Target Network),88,27.0,4.0
Naive DQN (No Target Network),89,23.0,8.0
Naive DQN (No Target Network),90,20.0,2.0
Naive DQN (No Target Network),91,28.5,8.5
Naive DQN (No Target Network),92,13.0,0.0
Naive DQN (No Target Network),93,18.0,3.0
Naive DQN (No Target Network),94,17.5,4.5
Naive DQN (No Target Network),95,29.0,3.0
Naive DQN (No Target Network),96,14.0,0.0
Naive DQN (No Target Network),97,20.5,3.5
Naive DQN (No Target Network),98,19.0,3.0
Naive DQN (No Target Network),99,13.5,3.5
Naive DQN (No Target Network),100,12.5,2.5
Naive DQN (No Target Network),101,26.5,13.5
Naive DQN (No Target Network),102,18.0,5.0
Naive DQN (No Target Network),103,13.5,0.5
Naive DQN (No Target Network),104,25.0,7.0
Naive DQN (No Target Network),105,30.0,3.0
Naive DQN (No Target Network),106,39.0,1.0
Naive DQN (No Target Network),107,11.5,0.5
Naive DQN (No Target Network),108,35.5,22.5
Naive DQN (No Target Network),109,15.5,5.5
Naive DQN (No Target Network),110,40.0,3.0
Naive DQN (No Target Network),111,23.5,1.5
Naive DQN (No Target Network),112,17.5,3.5
Naive DQN (No Target Network),113,15.0,4.0
Naive DQN (No Target Network),114,20.5,8.5
Naive DQN (No Target Network),115,28.0,12.0
Naive DQN (No Target Network),116,17.0,6.0
Naive DQN (No Target Network),117,13.0,5.0
Naive DQN (No Target Network),118,13.5,2.5
Naive DQN (No Target Network),119,29.5,15.5
Naive DQN (No Target Network),120,19.0,8.0
Naive DQN (No Target Network),121,20.5,7.5
Naive DQN (No Target Network),122,23.5,5.5
Naive DQN (No Target Network),123,22.5,11.5
Naive DQN (No Target Network),124,11.5,1.5
Naive DQN (No Target Network),125,22.0,3.0
Naive DQN (No Target Network),126,16.5,5.5
Naive DQN (No Target Network),127,24.5,12.5
Naive DQN (No Target Network),128,19.5,0.5
Naive DQN (No Target Network),129,22.0,1.0
Naive DQN (No Target Network),130,20.0,7.0
Naive DQN (No Target Network),131,12.0,3.0
Naive DQN (No Target Network),132,14.5,4.5
Naive DQN (No Target Network),133,14.5,4.5
Naive DQN (No Target Network),134,16.5,5.5
Naive DQN (No Target Network),135,21.5,7.5
Naive DQN (No Target Network),136,20.5,1.5
Naive DQN (No Target Network),137,14.0,0.0
Naive DQN (No Target Network),138,25.0,13.0
Naive DQN (No Target Network),139,19.5,0.5
Naive DQN (No Target Network),140,19.5,2.5
Naive DQN (No Target Network),141,30.5,4.5
Naive DQN (No Target Network),142,24.5,1.5
Naive DQN (No Target Network),143,20.5,6.5
Naive DQN (No Target Network),144,24.0,10.0
Naive DQN (No Target Network),145,41.0,9.0
Naive DQN (No Target Network),146,22.5,1.5
Naive DQN (No Target Network),147,12.0,3.0
Naive DQN (No Target Network),148,20.5,1.5
Naive DQN (No Target Network),149,17.0,4.0
Naive DQN (No Target Network),150,13.5,1.5
Naive DQN (No Target Network),151,22.0,1.0
Naive DQN (No Target Network),152,15.0,6.0
Naive DQN (No Target Network),153,21.0,8.0
Naive DQN (No Target Network),154,27.5,14.5
Naive DQN (No Target Network),155,11.0,2.0
Naive DQN (No Target Network),156,21.0,4.0
Naive DQN (No Target Network),157,18.0,2.0
Naive DQN (No Target Network),158,11.5,1.5
Naive DQN (No Target Network),159,21.5,6.5
Naive DQN (No Target Network),160,15.0,1.0
Naive DQN (No Target Network),161,18.0,3.0
Naive DQN (No Target Network),162,16.5,6.5
Naive DQN (No Target Network),163,23.0,11.0
Naive DQN (No Target Network),164,18.5,2.5
Naive DQN (No Target Network),165,26.0,11.0
Naive DQN (No Target Network),166,18.5,5.5
Naive DQN (No Target Network),167,53.5,35.5
Naive DQN (No Target Network),168,17.0,1.0
Naive DQN (No Target Network),169,33.0,7.0
Naive DQN (No Target Network),170,20.0,2.0
Naive DQN (No Target Network),171,17.0,2.0
Naive DQN (No Target Network),172,14.5,0.5
Naive DQN (No Target Network),173,16.0,3.0
Naive DQN (No Target Network),174,18.0,3.0
Naive DQN (No Target Network),175,26.0,8.0
Naive DQN (No Target Network),176,23.0,2.0
Naive DQN (No Target Network),177,16.5,0.5
Naive DQN (No Target Network),178,28.0,18.0
Naive DQN (No Target Network),179,16.5,2.5
Naive DQN (No Target Network),180,17.5,0.5
Naive DQN (No Target Network),181,31.0,4.0
Naive DQN (No Target Network),182,35.0,3.0
Naive DQN (No Target Network),183,10.5,1.5
Naive DQN (No Target Network),184,19.0,2.0
Naive DQN (No Target Network),185,21.0,4.0
Naive DQN (No Target Network),186,17.0,4.0
Naive DQN (No Target Network),187,29.5,0.5
Naive DQN (No Target Network),188,16.5,6.5
Naive DQN (No Target Network),189,43.5,15.5
Naive DQN (No Target Network),190,13.0,2.0
Naive DQN (No Target Network),191,19.0,5.0
Naive DQN (No Target Network),192,12.5,0.5
Naive DQN (No Target Network),193,15.0,1.0
Naive DQN (No Target Network),194,25.0,4.0
Naive DQN (No Target Network),195,17.0,4.0
Naive DQN (No Target Network),196,16.0,3.0
Naive DQN (No Target Network),197,24.5,6.5
Naive DQN (No Target Network),198,14.0,2.0
Naive DQN (No Target Network),199,17.0,5.0
Naive DQN (No Target Network),200,14.0,2.0
Naive DQN (No Target Network),201,42.5,29.5
Naive DQN (No Target Network),202,18.5,2.5
Naive DQN (No Target Network),203,16.5,7.5
Naive DQN (No Target Network),204,16.5,1.5
Naive DQN (No Target Network),205,21.0,0.0
Naive DQN (No Target Network),206,23.0,11.0
Naive DQN (No Target Network),207,14.0,4.0
Naive DQN (No Target Network),208,28.0,16.0
Naive DQN (No Target Network),209,17.0,5.0
Naive DQN (No Target Network),210,21.0,9.0
Naive DQN (No Target Network),211,18.5,1.5
Naive DQN (No Target Network),212,12.5,2.5
Naive DQN (No Target Network),213,12.5,0.5
Naive DQN (No Target Network),214,22.0,12.0
Naive DQN (No Target Network),215,16.0,4.0
Naive DQN (No Target Network),216,16.5,4.5
Naive DQN (No Target Network),217,23.5,8.5
Naive DQN (No Target Network),218,11.5,2.5
Naive DQN (No Target Network),219,11.5,0.5
Naive DQN (No Target Network),220,24.5,0.5
Naive DQN (No Target Network),221,23.5,0.5
Naive DQN (No Target Network),222,23.0,2.0
Naive DQN (No Target Network),223,15.5,0.5
Naive DQN (No Target Network),224,24.5,13.5
Naive DQN (No Target Network),225,14.5,1.5
Naive DQN (No Target Network),226,20.5,1.5
Naive DQN (No Target Network),227,14.5,4.5
Naive DQN (No Target Network),228,23.0,7.0
Naive DQN (No Target Network),229,30.5,4.5
Naive DQN (No Target Network),230,42.5,23.5
Naive DQN (No Target Network),231,14.5,1.5
Naive DQN (No Target Network),232,17.0,1.0
Naive DQN (No Target Network),233,12.5,3.5
Naive DQN (No Target Network),234,17.0,3.0
Naive DQN (No Target Network),235,21.5,3.5
Naive DQN (No Target Network),236,17.5,2.5
Naive DQN (No Target Network),237,18.0,3.0
Naive DQN (No Target Network),238,10.5,1.5
Naive DQN (No Target Network),239,23.5,4.5
Naive DQN (No Target Network),240,13.0,1.0
Naive DQN (No Target Network),241,23.5,1.5
Naive DQN (No Target Network),242,21.5,5.5
Naive DQN (No Target Network),243,14.0,1.0
Naive DQN (No Target Network),244,25.0,10.0
Naive DQN (No Target Network),245,12.0,3.0
Naive DQN (No Target Network),246,19.0,7.0
Naive DQN (No Target Network),247,19.5,9.5
Naive DQN (No Target Network),248,18.5,2.5
Naive DQN (No Target Network),249,21.0,10.0
Naive DQN (No Target Network),250,38.0,10.0
Naive DQN (No Target Network),251,12.5,0.5
Naive DQN (No Target Network),252,15.0,0.0
Naive DQN (No Target Network),253,10.5,1.5
Naive DQN (No Target Network),254,17.5,1.5
Naive DQN (No Target Network),255,19.0,6.0
Naive DQN (No Target Network),256,11.0,0.0
Naive DQN (No Target Network),257,27.0,8.0
Naive DQN (No Target Network),258,15.0,0.0
Naive DQN (No Target Network),259,26.0,11.0
Naive DQN (No Target Network),260,13.5,0.5
Naive DQN (No Target Network),261,20.0,9.0
Naive DQN (No Target Network),262,17.5,0.5
Naive DQN (No Target Network),263,27.0,1.0
Naive DQN (No Target Network),264,14.0,1.0
Naive DQN (No Target Network),265,27.0,9.0
Naive DQN (No Target Network),266,17.0,2.0
Naive DQN (No Target Network),267,14.5,1.5
Naive DQN (No Target Network),268,15.0,0.0
Naive DQN (No Target Network),269,25.5,4.5
Naive DQN (No Target Network),270,17.0,1.0
Naive DQN (No Target Network),271,19.5,2.5
Naive DQN (No Target Network),272,19.0,6.0
Naive DQN (No Target Network),273,13.0,1.0
Naive DQN (No Target Network),274,22.5,4.5
Naive DQN (No Target Network),275,21.5,4.5
Naive DQN (No Target Network),276,19.0,4.0
Naive DQN (No Target Network),277,19.5,3.5
Naive DQN (No Target Network),278,15.0,1.0
Naive DQN (No Target Network),279,30.0,2.0
Naive DQN (No Target Network),280,13.0,1.0
Naive DQN (No Target Network),281,23.5,3.5
Naive DQN (No Target Network),282,29.0,6.0
Naive DQN (No Target Network),283,12.0,2.0
Naive DQN (No Target Network),284,16.0,1.0
Naive DQN (No Target Network),285,15.5,2.5
Naive DQN (No Target Network),286,15.5,6.5
Naive DQN (No Target Network),287,13.5,2.5
Naive DQN (No Target Network),288,19.0,2.0
Naive DQN (No Target Network),289,15.5,5.5
Naive DQN (No Target Network),290,18.5,5.5
Naive DQN (No Target Network),291,25.0,4.0
Naive DQN (No Target Network),292,19.5,0.5
Naive DQN (No Target Network),293,18.5,2.5
Naive DQN (No Target Network),294,16.5,7.5
Naive DQN (No Target Network),295,21.0,9.0
Naive DQN (No Target Network),296,11.5,0.5
Naive DQN (No Target Network),297,12.0,0.0
Naive DQN (No Target Network),298,13.5,3.5
Naive DQN (No Target Network),299,22.0,5.0
Naive DQN (No Target Network),300,13.5,0.5
Naive DQN (No Target Network),301,13.5,3.5
Naive DQN (No Target Network),302,25.5,7.5
Naive DQN (No Target Network),303,15.0,0.0
Naive DQN (No Target Network),304,39.0,5.0
Naive DQN (No Target Network),305,16.5,4.5
Naive DQN (No Target Network),306,14.5,3.5
Naive DQN (No Target Network),307,19.5,1.5
Naive DQN (No Target Network),308,24.0,2.0
Naive DQN (No Target Network),309,21.5,9.5
Naive DQN (No Target Network),310,16.5,3.5
Naive DQN (No Target Network),311,27.5,14.5
Naive DQN (No Target Network),312,27.5,15.5
Naive DQN (No Target Network),313,15.0,6.0
Naive DQN (No Target Network),314,11.0,2.0
Naive DQN (No Target Network),315,15.0,1.0
Naive DQN (No Target Network),316,16.0,3.0
Naive DQN (No Target Network),317,29.0,16.0
Naive DQN (No Target Network),318,11.0,0.0
Naive DQN (No Target Network),319,17.5,3.5
Naive DQN (No Target Network),320,54.0,5.0
Naive DQN (No Target Network),321,20.5,4.5
Naive DQN (No Target Network),322,23.0,1.0
Naive DQN (No Target Network),323,15.5,2.5
Naive DQN (No Target Network),324,25.0,7.0
Naive DQN (No Target Network),325,20.0,5.0
Naive DQN (No Target Network),326,19.0,8.0
Naive DQN (No Target Network),327,26.5,12.5
Naive DQN (No Target Network),328,21.0,10.0
Naive DQN (No Target Network),329,14.0,3.0
Naive DQN (No Target Network),330,13.5,3.5
Naive DQN (No Target Network),331,10.5,0.5
Naive DQN (No Target Network),332,19.5,0.5
Naive DQN (No Target Network),333,15.5,0.5
Naive DQN (No Target Network),334,22.0,8.0
Naive DQN (No Target Network),335,23.5,6.5
Naive DQN (No Target Network),336,20.5,1.5
Naive DQN (No Target Network),337,12.5,0.5
Naive DQN (No Target Network),338,18.5,8.5
Naive DQN (No Target Network),339,37.5,10.5
Naive DQN (No Target Network),340,16.0,4.0
Naive DQN (No Target Network),341,22.5,2.5
Naive DQN (No Target Network),342,25.5,6.5
Naive DQN (No Target Network),343,18.5,0.5
Naive DQN (No Target Network),344,17.5,1.5
Naive DQN (No Target Network),345,20.0,4.0
Naive DQN (No Target Network),346,15.0,0.0
Naive DQN (No Target Network),347,31.0,18.0
Naive DQN (No Target Network),348,31.0,17.0
Naive DQN (No Target Network),349,18.5,6.5
Naive DQN (No Target Network),350,22.5,5.5
Naive DQN (No Target Network),351,22.0,7.0
Naive DQN (No Target Network),352,24.0,4.0
Naive DQN (No Target Network),353,16.5,5.5
Naive DQN (No Target Network),354,26.5,2.5
Naive DQN (No Target Network),355,17.0,5.0
Naive DQN (No Target Network),356,26.5,2.5
Naive DQN (No Target Network),357,16.0,3.0
Naive DQN (No Target Network),358,24.0,13.0
Naive DQN (No Target Network),359,17.0,0.0
Naive DQN (No Target Network),360,16.5,2.5
Naive DQN (No Target Network),361,25.5,0.5
Naive DQN (No Target Network),362,17.5,6.5
Naive DQN (No Target Network),363,29.5,0.5
Naive DQN (No Target Network),364,15.5,3.5
Naive DQN (No Target Network),365,16.5,2.5
Naive DQN (No Target Network),366,30.5,17.5
Naive DQN (No Target Network),367,20.0,9.0
Naive DQN (No Target Network),368,12.0,0.0
Naive DQN (No Target Network),369,21.5,9.5
Naive DQN (No Target Network),370,15.5,1.5
Naive DQN (No Target Network),371,15.5,0.5
Naive DQN (No Target Network),372,12.5,1.5
Naive DQN (No Target Network),373,15.5,2.5
Naive DQN (No Target Network),374,33.0,22.0
Naive DQN (No Target Network),375,35.5,15.5
Naive DQN (No Target Network),376,17.5,6.5
Naive DQN (No Target Network),377,40.0,2.0
Naive DQN (No Target Network),378,16.5,3.5
Naive DQN (No Target Network),379,20.0,3.0
Naive DQN (No Target Network),380,15.0,5.0
Naive DQN (No Target Network),381,40.0,18.0
Naive DQN (No Target Network),382,26.0,6.0
Naive DQN (No Target Network),383,27.5,3.5
Naive DQN (No Target Network),384,39.5,21.5
Naive DQN (No Target Network),385,18.0,8.0
Naive DQN (No Target Network),386,16.0,2.0
Naive DQN (No Target Network),387,33.0,11.0
Naive DQN (No Target Network),388,18.0,7.0
Naive DQN (No Target Network),389,42.5,17.5
Naive DQN (No Target Network),390,29.0,5.0
Naive DQN (No Target Network),391,25.5,1.5
Naive DQN (No Target Network),392,30.0,11.0
Naive DQN (No Target Network),393,55.0,28.0
Naive DQN (No Target Network),394,21.5,4.5
Naive DQN (No Target Network),395,25.0,15.0
Naive DQN (No Target Network),396,22.0,7.0
Naive DQN (No Target Network),397,17.5,5.5
Naive DQN (No Target Network),398,12.5,2.5
Naive DQN (No Target Network),399,14.5,1.5
Naive DQN (No Target Network),400,20.5,4.5
Naive DQN (No Target Network),401,26.5,10.5
Naive DQN (No Target Network),402,22.5,11.5
Naive DQN (No Target Network),403,13.5,2.5
Naive DQN (No Target Network),404,34.5,22.5
Naive DQN (No Target Network),405,12.5,2.5
Naive DQN (No Target Network),406,16.5,1.5
Naive DQN (No Target Network),407,15.5,0.5
Naive DQN (No Target Network),408,30.5,5.5
Naive DQN (No Target Network),409,16.5,2.5
Naive DQN (No Target Network),410,18.5,6.5
Naive DQN (No Target Network),411,17.5,0.5
Naive DQN (No Target Network),412,16.0,4.0
Naive DQN (No Target Network),413,27.5,3.5
Naive DQN (No Target Network),414,23.0,11.0
Naive DQN (No Target Network),415,12.0,0.0
Naive DQN (No Target Network),416,23.5,2.5
Naive DQN (No Target Network),417,15.0,1.0
Naive DQN (No Target Network),418,16.5,5.5
Naive DQN (No Target Network),419,11.5,1.5
Naive DQN (No Target Network),420,17.5,8.5
Naive DQN (No Target Network),421,17.0,3.0
Naive DQN (No Target Network),422,31.5,21.5
Naive DQN (No Target Network),423,41.5,11.5
Naive DQN (No Target Network),424,27.0,14.0
Naive DQN (No Target Network),425,19.0,6.0
Naive DQN (No Target Network),426,26.5,8.5
Naive DQN (No Target Network),427,27.5,17.5
Naive DQN (No Target Network),428,33.0,18.0
Naive DQN (No Target Network),429,31.0,7.0
Naive DQN (No Target Network),430,15.5,3.5
Naive DQN (No Target Network),431,26.5,5.5
Naive DQN (No Target Network),432,22.5,5.5
Naive DQN (No Target Network),433,35.5,5.5
Naive DQN (No Target Network),434,12.5,0.5
Naive DQN (No Target Network),435,21.5,4.5
Naive DQN (No Target Network),436,33.0,8.0
Naive DQN (No Target Network),437,20.5,6.5
Naive DQN (No Target Network),438,18.0,4.0
Naive DQN (No Target Network),439,22.5,11.5
Naive DQN (No Target Network),440,17.5,3.5
Naive DQN (No Target Network),441,34.5,10.5
Naive DQN (No Target Network),442,34.0,8.0
Naive DQN (No Target Network),443,21.5,8.5
Naive DQN (No Target Network),444,11.0,0.0
Naive DQN (No Target Network),445,16.0,1.0
Naive DQN (No Target Network),446,18.0,3.0
Naive DQN (No Target Network),447,29.0,14.0
Naive DQN (No Target Network),448,21.5,9.5
Naive DQN (No Target Network),449,20.5,2.5
Naive DQN (No Target Network),450,17.0,4.0
Naive DQN (No Target Network),451,12.0,2.0
Naive DQN (No Target Network),452,25.0,11.0
Naive DQN (No Target Network),453,49.5,27.5
Naive DQN (No Target Network),454,22.5,11.5
Naive DQN (No Target Network),455,11.5,0.5
Naive DQN (No Target Network),456,16.5,6.5
Naive DQN (No Target Network),457,14.5,3.5
Naive DQN (No Target Network),458,20.0,6.0
Naive DQN (No Target Network),459,16.5,6.5
Naive DQN (No Target Network),460,39.0,24.0
Naive DQN (No Target Network),461,16.5,1.5
Naive DQN (No Target Network),462,13.0,0.0
Naive DQN (No Target Network),463,15.0,4.0
Naive DQN (No Target Network),464,20.5,7.5
Naive DQN (No Target Network),465,32.5,2.5
Naive DQN (No Target Network),466,19.5,7.5
Naive DQN (No Target Network),467,24.0,10.0
Naive DQN (No Target Network),468,22.0,7.0
Naive DQN (No Target Network),469,21.5,7.5
Naive DQN (No Target Network),470,15.5,0.5
Naive DQN (No Target Network),471,13.0,2.0
Naive DQN (No Target Network),472,17.5,3.5
Naive DQN (No Target Network),473,19.0,7.0
Naive DQN (No Target Network),474,19.5,7.5
Naive DQN (No Target Network),475,41.5,29.5
Naive DQN (No Target Network),476,38.0,24.0
Naive DQN (No Target Network),477,36.5,18.5
Naive DQN (No Target Network),478,25.0,5.0
Naive DQN (No Target Network),479,19.0,6.0
Naive DQN (No Target Network),480,20.5,9.5
Naive DQN (No Target Network),481,9.0,0.0
Naive DQN (No Target Network),482,13.0,4.0
Naive DQN (No Target Network),483,11.0,1.0
Naive DQN (No Target Network),484,15.5,0.5
Naive DQN (No Target Network),485,14.0,3.0
Naive DQN (No Target Network),486,11.5,1.5
Naive DQN (No Target Network),487,18.5,0.5
Naive DQN (No Target Network),488,40.5,13.5
Naive DQN (No Target Network),489,25.0,8.0
Naive DQN (No Target Network),490,24.0,1.0
Naive DQN (No Target Network),491,23.0,4.0
Naive DQN (No Target Network),492,14.5,0.5
Naive DQN (No Target Network),493,11.5,0.5
Naive DQN (No Target Network),494,32.0,14.0
Naive DQN (No Target Network),495,29.0,3.0
Naive DQN (No Target Network),496,13.0,4.0
Naive DQN (No Target Network),497,53.0,40.0
Naive DQN (No Target Network),498,28.0,10.0
Naive DQN (No Target Network),499,44.0,18.0
Naive DQN (No Target Network),500,15.5,3.5
Naive DQN (No Target Network),501,18.5,0.5
Naive DQN (No Target Network),502,19.5,0.5
Naive DQN (No Target Network),503,48.5,36.5
Naive DQN (No Target Network),504,22.5,10.5
Naive DQN (No Target Network),505,15.0,2.0
Naive DQN (No Target Network),506,22.0,9.0
Naive DQN (No Target Network),507,22.5,1.5
Naive DQN (No Target Network),508,17.5,4.5
Naive DQN (No Target Network),509,31.5,18.5
Naive DQN (No Target Network),510,24.0,13.0
Naive DQN (No Target Network),511,19.5,3.5
Naive DQN (No Target Network),512,16.5,3.5
Naive DQN (No Target Network),513,17.0,7.0
Naive DQN (No Target Network),514,18.0,1.0
Naive DQN (No Target Network),515,17.0,0.0
Naive DQN (No Target Network),516,16.0,6.0
Naive DQN (No Target Network),517,16.0,3.0
Naive DQN (No Target Network),518,12.5,0.5
Naive DQN (No Target Network),519,20.5,4.5
Naive DQN (No Target Network),520,15.5,4.5
Naive DQN (No Target Network),521,16.5,5.5
Naive DQN (No Target Network),522,13.5,0.5
Naive DQN (No Target Network),523,13.0,1.0
Naive DQN (No Target Network),524,20.0,5.0
Naive DQN (No Target Network),525,18.0,0.0
Naive DQN (No Target Network),526,14.0,2.0
Naive DQN (No Target Network),527,19.5,0.5
Naive DQN (No Target Network),528,20.5,6.5
Naive DQN (No Target Network),529,19.5,0.5
Naive DQN (No Target Network),530,22.5,4.5
Naive DQN (No Target Network),531,30.5,11.5
Naive DQN (No Target Network),532,18.5,0.5
Naive DQN (No Target Network),533,43.5,17.5
Naive DQN (No Target Network),534,41.5,21.5
Naive DQN (No Target Network),535,18.0,2.0
Naive DQN (No Target Network),536,23.5,4.5
Naive DQN (No Target Network),537,21.5,3.5
Naive DQN (No Target Network),538,37.5,6.5
Naive DQN (No Target Network),539,45.5,3.5
Naive DQN (No Target Network),540,24.5,3.5
Naive DQN (No Target Network),541,18.5,4.5
Naive DQN (No Target Network),542,45.0,19.0
Naive DQN (No Target Network),543,22.0,3.0
Naive DQN (No Target Network),544,15.0,0.0
Naive DQN (No Target Network),545,20.5,8.5
Naive DQN (No Target Network),546,30.5,3.5
Naive DQN (No Target Network),547,17.0,5.0
Naive DQN (No Target Network),548,12.5,0.5
Naive DQN (No Target Network),549,15.5,1.5
Naive DQN (No Target Network),550,18.5,8.5
Naive DQN (No Target Network),551,15.5,4.5
Naive DQN (No Target Network),552,20.0,5.0
Naive DQN (No Target Network),553,17.5,1.5
Naive DQN (No Target Network),554,25.5,12.5
Naive DQN (No Target Network),555,16.5,7.5
Naive DQN (No Target Network),556,18.5,0.5
Naive DQN (No Target Network),557,17.0,2.0
Naive DQN (No Target Network),558,17.0,4.0
Naive DQN (No Target Network),559,38.0,0.0
Naive DQN (No Target Network),560,26.5,8.5
Naive DQN (No Target Network),561,26.5,1.5
Naive DQN (No Target Network),562,22.5,1.5
Naive DQN (No Target Network),563,23.5,9.5
Naive DQN (No Target Network),564,41.5,3.5
Naive DQN (No Target Network),565,28.0,10.0
Naive DQN (No Target Network),566,28.0,6.0
Naive DQN (No Target Network),567,42.0,7.0
Naive DQN (No Target Network),568,47.0,31.0
Naive DQN (No Target Network),569,17.5,0.5
Naive DQN (No Target Network),570,22.0,0.0
Naive DQN (No Target Network),571,53.0,34.0
Naive DQN (No Target Network),572,16.5,3.5
Naive DQN (No Target Network),573,27.0,11.0
Naive DQN (No Target Network),574,33.0,2.0
Naive DQN (No Target Network),575,65.5,35.5
Naive DQN (No Target Network),576,36.0,6.0
Naive DQN (No Target Network),577,19.0,5.0
Naive DQN (No Target Network),578,28.0,1.0
Naive DQN (No Target Network),579,32.5,11.5
Naive DQN (No Target Network),580,23.0,7.0
Naive DQN (No Target Network),581,20.0,4.0
Naive DQN (No Target Network),582,38.5,13.5
Naive DQN (No Target Network),583,26.5,9.5
Naive DQN (No Target Network),584,35.0,17.0
Naive DQN (No Target Network),585,29.5,8.5
Naive DQN (No Target Network),586,34.0,19.0
Naive DQN (No Target Network),587,17.5,4.5
Naive DQN (No Target Network),588,19.0,7.0
Naive DQN (No Target Network),589,24.0,11.0
Naive DQN (No Target Network),590,29.5,7.5
Naive DQN (No Target Network),591,19.5,7.5
Naive DQN (No Target Network),592,22.0,8.0
Naive DQN (No Target Network),593,17.0,2.0
Naive DQN (No Target Network),594,26.0,2.0
Naive DQN (No Target Network),595,12.5,1.5
Naive DQN (No Target Network),596,18.0,3.0
Naive DQN (No Target Network),597,16.0,6.0
Naive DQN (No Target Network),598,41.5,31.5
Naive DQN (No Target Network),599,19.5,6.5
Naive DQN (No Target Network),600,15.0,3.0
Naive DQN (No Target Network),601,13.0,0.0
Naive DQN (No Target Network),602,22.0,4.0
Naive DQN (No Target Network),603,18.0,7.0
Naive DQN (No Target Network),604,17.0,2.0
Naive DQN (No Target Network),605,17.0,1.0
Naive DQN (No Target Network),606,20.5,5.5
Naive DQN (No Target Network),607,43.5,18.5
